Ad,name,anothername,parentPac,level,pac,dpac
230622587000,经济作物示范场,经济作物示范场,230622000000,5,230622587000,230622587000
230622588000,茂兴湖水产养殖场,茂兴湖水产养殖场,230622000000,5,230622588000,230622588000
230623100000,林甸镇,林甸,230623000000,5,230623100000,230623100000
230623101000,红旗镇,红旗,230623000000,5,230623101000,230623101000
230623102000,花园镇,花园,230623000000,5,230623102000,230623102000
230623103000,四季青镇,四季青,230623000000,5,230623103000,230623103000
230623104000,鹤鸣湖镇,鹤鸣湖,230623000000,5,230623104000,230623104000
230623200000,东兴乡,东兴,230623000000,5,230623200000,230623200000
230623201000,宏伟乡,宏伟,230623000000,5,230623201000,230623201000
230623204000,四合乡,四合,230623000000,5,230623204000,230623204000
230623400000,林甸县长青林场,林甸县长青林场,230623000000,5,230623400000,230623400000
230623500000,巨浪牧场,巨浪牧场,230623000000,5,230623500000,230623500000
230623580000,国营苇场,国营苇场,230623000000,5,230623580000,230623580000
230623581000,新兴畜牧场,新兴畜牧场,230623000000,5,230623581000,230623581000
230624100000,杜尔伯特镇,杜尔伯特,230624000000,5,230624100000,230624100000
230624101000,胡吉吐莫镇,胡吉吐莫,230624000000,5,230624101000,230624101000
230624102000,烟筒屯镇,烟筒屯,230624000000,5,230624102000,230624102000
230624103000,他拉哈镇,他拉哈,230624000000,5,230624103000,230624103000
230624104000,连环湖镇,连环湖,230624000000,5,230624104000,230624104000
230624200000,一心乡,一心,230624000000,5,230624200000,230624200000
230624201000,克尔台乡,克尔台,230624000000,5,230624201000,230624201000
230624203000,敖林西伯乡,敖林西伯,230624000000,5,230624203000,230624203000
230624204000,巴彦查干乡,巴彦查干,230624000000,5,230624204000,230624204000
230624205000,腰新乡,腰新,230624000000,5,230624205000,230624205000
230624206000,江湾乡,江湾,230624000000,5,230624206000,230624206000
230624500000,绿色草原牧场,绿色草原牧场,230624000000,5,230624500000,230624500000
230624501000,大山种羊场,大山种羊场,230624000000,5,230624501000,230624501000
230671010000,开发区黎明街道,开发区黎明,230671000000,5,230671010000,230671010000
230671580000,高新区农场,高新区农场,230671000000,5,230671580000,230671580000
230717001000,朝阳街道,朝阳,230717000000,5,230717001000,230717001000
230717002000,前进街道,前进,230717000000,5,230717002000,230717002000
230717003000,红升街道,红升,230717000000,5,230717003000,230717003000
230717004000,旭日街道,旭日,230717000000,5,230717004000,230717004000
230717005000,新欣街道,新欣,230717000000,5,230717005000,230717005000
230717006000,南郡街道,南郡,230717000000,5,230717006000,230717006000
230717100000,东升镇,东升,230717000000,5,230717100000,230717100000
230717101000,美溪镇,美溪,230717000000,5,230717101000,230717101000
230718001000,乌马河街道,乌马河,230718000000,5,230718001000,230718001000
230718002000,锦山街道,锦山,230718000000,5,230718002000,230718002000
230718003000,曙光街道,曙光,230718000000,5,230718003000,230718003000
230718004000,向阳街道,向阳,230718000000,5,230718004000,230718004000
230719001000,双子河街道,双子河,230719000000,5,230719001000,230719001000
230719002000,铁林街道,铁林,230719000000,5,230719002000,230719002000
230719003000,友好街道,友好,230719000000,5,230719003000,230719003000
230719100000,上甘岭镇,上甘岭,230719000000,5,230719100000,230719100000
230722100000,朝阳镇,朝阳,230722000000,5,230722100000,230722100000
230722101000,乌云镇,乌云,230722000000,5,230722101000,230722101000
230722102000,乌拉嘎镇,乌拉嘎,230722000000,5,230722102000,230722102000
230722103000,保兴镇,保兴,230722000000,5,230722103000,230722103000
230722200000,常胜乡,常胜,230722000000,5,230722200000,230722200000
230722201000,向阳乡,向阳,230722000000,5,230722201000,230722201000
230722202000,沪嘉乡,沪嘉,230722000000,5,230722202000,230722202000
230722203000,红光乡,红光,230722000000,5,230722203000,230722203000
230722205000,青山乡,青山,230722000000,5,230722205000,230722205000
230722400000,太平林场,太平林场,230722000000,5,230722400000,230722400000
230722402000,清河林场,清河林场,230722000000,5,230722402000,230722402000
230722404000,马连林场,马连林场,230722000000,5,230722404000,230722404000
230723100000,乌伊岭镇,乌伊岭,230723000000,5,230723100000,230723100000
230723101000,汤旺河镇,汤旺河,230723000000,5,230723101000,230723101000
230724100000,新青镇,新青,230724000000,5,230724100000,230724100000
230724101000,红星镇,红星,230724000000,5,230724101000,230724101000
230724102000,五营镇,五营,230724000000,5,230724102000,230724102000
230725100000,带岭镇,带岭,230725000000,5,230725100000,230725100000
230725101000,朗乡镇,朗,230725000000,5,230725101000,230725101000
230726100000,南岔镇,南岔,230726000000,5,230726100000,230726100000
230726101000,晨明镇,晨明,230726000000,5,230726101000,230726101000
230726102000,浩良河镇,浩良河,230726000000,5,230726102000,230726102000
230726200000,迎春乡,迎春,230726000000,5,230726200000,230726200000
230751100000,西林镇,西林,230751000000,5,230751100000,230751100000
230751101000,金山屯镇,金山屯,230751000000,5,230751101000,230751101000
230781100000,铁力镇,铁力,230781000000,5,230781100000,230781100000
230781101000,双丰镇,双丰,230781000000,5,230781101000,230781101000
230781102000,桃山镇,桃山,230781000000,5,230781102000,230781102000
230781105000,神树镇,神树,230781000000,5,230781105000,230781105000
230781106000,日月峡镇,日月峡,230781000000,5,230781106000,230781106000
230781200000,年丰朝鲜族乡,年丰朝鲜族,230781000000,5,230781200000,230781200000
230781201000,工农乡,工农,230781000000,5,230781201000,230781201000
230781202000,王杨乡,王杨,230781000000,5,230781202000,230781202000
230781400000,铁力林业局,铁力林业局,230781000000,5,230781400000,230781400000
230781401000,双丰林业局,双丰林业局,230781000000,5,230781401000,230781401000
230781402000,桃山林业局,桃山林业局,230781000000,5,230781402000,230781402000
230803007000,西林街道,西林,230803000000,5,230803007000,230803007000
230803008000,建设街道,建设,230803000000,5,230803008000,230803008000
230803009000,长安街道,长安,230803000000,5,230803009000,230803009000
230803010000,学府街道,学府,230803000000,5,230803010000,230803010000
230803011000,桥南街道,桥南,230803000000,5,230803011000,230803011000
230803198000,向阳区直辖村级区划,向阳区直辖村级区划,230803000000,5,230803198000,230803198000
230804007000,永安街道,永安,230804000000,5,230804007000,230804007000
230804008000,港湾街道,港湾,230804000000,5,230804008000,230804008000
230804009000,和平街道,和平,230804000000,5,230804009000,230804009000
230804010000,山水街道,山水,230804000000,5,230804010000,230804010000
230804579000,前进区农垦,前进区农垦,230804000000,5,230804579000,230804579000
230805007000,晓云街道,晓云,230805000000,5,230805007000,230805007000
230805008000,佳东街道,佳东,230805000000,5,230805008000,230805008000
230805009000,建国街道,建国,230805000000,5,230805009000,230805009000
230805010000,佳南街道,佳南,230805000000,5,230805010000,230805010000
230805100000,建国镇,建国,230805000000,5,230805100000,230805100000
230805200000,松江乡,松江,230805000000,5,230805200000,230805200000
230811008000,云环街道,云环,230811000000,5,230811008000,230811008000
230811009000,英俊街道,英俊,230811000000,5,230811009000,230811009000
230811010000,红旗街道,红旗,230811000000,5,230811010000,230811010000
230811011000,友谊街道,友谊,230811000000,5,230811011000,230811011000
230811101000,大来镇,大来,230811000000,5,230811101000,230811101000
230811102000,敖其镇,敖其,230811000000,5,230811102000,230811102000
230811103000,望江镇,望江,230811000000,5,230811103000,230811103000
230811104000,长发镇,长发,230811000000,5,230811104000,230811104000
230811105000,莲江口镇,莲江口,230811000000,5,230811105000,230811105000
230811106000,西格木镇,西格木,230811000000,5,230811106000,230811106000
230811107000,沿江镇,沿江,230811000000,5,230811107000,230811107000
230811108000,四丰镇,四丰,230811000000,5,230811108000,230811108000
230811200000,长青乡,长青,230811000000,5,230811200000,230811200000
230811208000,平安乡,平安,230811000000,5,230811208000,230811208000
230811211000,群胜乡,群胜,230811000000,5,230811211000,230811211000
230811480000,莲江口监狱,莲江口监狱,230811000000,5,230811480000,230811480000
230811579000,郊区农垦,郊区农垦,230811000000,5,230811579000,230811579000
230822103000,驼腰子镇,驼腰子,230822000000,5,230822103000,230822103000
230822104000,石头河子镇,石头河子,230822000000,5,230822104000,230822104000
230822106000,桦南镇,桦南,230822000000,5,230822106000,230822106000
230822107000,土龙山镇,土龙山,230822000000,5,230822107000,230822107000
230822108000,孟家岗镇,孟家岗,230822000000,5,230822108000,230822108000
230822109000,闫家镇,闫家,230822000000,5,230822109000,230822109000
230822110000,柳毛河镇,柳毛河,230822000000,5,230822110000,230822110000
230822205000,金沙乡,金沙,230822000000,5,230822205000,230822205000
230822213000,梨树乡,梨树,230822000000,5,230822213000,230822213000
230822214000,明义乡,明义,230822000000,5,230822214000,230822214000
230822215000,大八浪乡,大八浪,230822000000,5,230822215000,230822215000
230822216000,五道岗乡,五道岗,230822000000,5,230822216000,230822216000
230822400000,桦南林业局,桦南林业局,230822000000,5,230822400000,230822400000
230822480000,黑龙江桦南经济开发区,黑龙江桦南经开区,230822000000,5,230822480000,230822480000
230822500000,曙光农场,曙光农场,230822000000,5,230822500000,230822500000
230822580000,桦南种畜场,桦南种畜场,230822000000,5,230822580000,230822580000
230826101000,横头山镇,横头山,230826000000,5,230826101000,230826101000
230826103000,苏家店镇,苏家店,230826000000,5,230826103000,230826103000
230826104000,悦来镇,悦来,230826000000,5,230826104000,230826104000
230826105000,新城镇,新城,230826000000,5,230826105000,230826105000
230826106000,四马架镇,四马架,230826000000,5,230826106000,230826106000
230826201000,东河乡,东河,230826000000,5,230826201000,230826201000
230826202000,梨丰乡,梨丰,230826000000,5,230826202000,230826202000
230826205000,创业乡,创业,230826000000,5,230826205000,230826205000
230826207000,星火乡,星火,230826000000,5,230826207000,230826207000
230826500000,江川农场,江川农场,230826000000,5,230826500000,230826500000
230826501000,宝山农场,宝山农场,230826000000,5,230826501000,230826501000
230828101000,香兰镇,香兰,230828000000,5,230828101000,230828101000
230828102000,鹤立镇,鹤立,230828000000,5,230828102000,230828102000
230828103000,竹帘镇,竹帘,230828000000,5,230828103000,230828103000
230828104000,汤原镇,汤原,230828000000,5,230828104000,230828104000
230828201000,汤旺乡,汤旺,230828000000,5,230828201000,230828201000
230828203000,胜利乡,胜利,230828000000,5,230828203000,230828203000
230828208000,吉祥乡,吉祥,230828000000,5,230828208000,230828208000
230828209000,振兴乡,振兴,230828000000,5,230828209000,230828209000
230828210000,太平川乡,太平川,230828000000,5,230828210000,230828210000
230828211000,永发乡,永发,230828000000,5,230828211000,230828211000
230828400000,鹤立林业局,鹤立林业局,230828000000,5,230828400000,230828400000
230828480000,香兰监狱,香兰监狱,230828000000,5,230828480000,230828480000
230828500000,汤原农场,汤原农场,230828000000,5,230828500000,230828500000
230828501000,梧桐河农场,梧桐河农场,230828000000,5,230828501000,230828501000
230881001000,繁荣街道,繁荣,230881000000,5,230881001000,230881001000
230881002000,兴华街道,兴华,230881000000,5,230881002000,230881002000
230881100000,同江镇,同江,230881000000,5,230881100000,230881100000
230881101000,乐业镇,乐业,230881000000,5,230881101000,230881101000
230881102000,三村镇,三村,230881000000,5,230881102000,230881102000
230881103000,临江镇,临江,230881000000,5,230881103000,230881103000
230881104000,向阳镇,向阳,230881000000,5,230881104000,230881104000
230881105000,青河镇,青河,230881000000,5,230881105000,230881105000
230881204000,街津口乡,街津口,230881000000,5,230881204000,230881204000
230881205000,八岔乡,八岔,230881000000,5,230881205000,230881205000
230881206000,金川乡,金川,230881000000,5,230881206000,230881206000
230881207000,银川乡,银川,230881000000,5,230881207000,230881207000
230881400000,街津口林场,街津口林场,230881000000,5,230881400000,230881400000
230881401000,鸭北林场,鸭北林场,230881000000,5,230881401000,230881401000
230881500000,勤得利农场,勤得利农场,230881000000,5,230881500000,230881500000
230881501000,青龙山农场,青龙山农场,230881000000,5,230881501000,230881501000
230881502000,前进农场,前进农场,230881000000,5,230881502000,230881502000
230881503000,洪河农场,洪河农场,230881000000,5,230881503000,230881503000
230881504000,鸭绿河农场,鸭绿河农场,230881000000,5,230881504000,230881504000
230881505000,浓江农场,浓江农场,230881000000,5,230881505000,230881505000
230881580000,良种场,良种场,230881000000,5,230881580000,230881580000
230881581000,畜牧场,畜牧场,230881000000,5,230881581000,230881581000
230881582000,知青农场,知青农场,230881000000,5,230881582000,230881582000
230882001000,城东街道,城东,230882000000,5,230882001000,230882001000
230882003000,城西街道,城西,230882000000,5,230882003000,230882003000
230882102000,富锦镇,富锦,230882000000,5,230882102000,230882102000
230882103000,长安镇,长安,230882000000,5,230882103000,230882103000
230882106000,砚山镇,砚山,230882000000,5,230882106000,230882106000
230882107000,头林镇,头林,230882000000,5,230882107000,230882107000
230882108000,兴隆岗镇,兴隆岗,230882000000,5,230882108000,230882108000
230882109000,宏胜镇,宏胜,230882000000,5,230882109000,230882109000
230882110000,向阳川镇,向阳川,230882000000,5,230882110000,230882110000
230882111000,二龙山镇,二龙山,230882000000,5,230882111000,230882111000
230882112000,上街基镇,上街基,230882000000,5,230882112000,230882112000
230882113000,锦山镇,锦山,230882000000,5,230882113000,230882113000
230882114000,大榆树镇,大榆树,230882000000,5,230882114000,230882114000
230882400000,石砬山林场,石砬山林场,230882000000,5,230882400000,230882400000
230882401000,东风岗林场,东风岗林场,230882000000,5,230882401000,230882401000
230882402000,太东林场,太东林场,230882000000,5,230882402000,230882402000
230882403000,工农林场,工农林场,230882000000,5,230882403000,230882403000
230882404000,富锦市国营原种场,富锦市国营原种场,230882000000,5,230882404000,230882404000
230882405000,富锦市国营果树示范场,富锦市国营果树示范场,230882000000,5,230882405000,230882405000
230882406000,富锦市科研所,富锦市科研所,230882000000,5,230882406000,230882406000
230882407000,工业园区,工业园区,230882000000,5,230882407000,230882407000
230882500000,建三江管理局局直,建三江管理局局直,230882000000,5,230882500000,230882500000
230882501000,七星农场,七星农场,230882000000,5,230882501000,230882501000
230882502000,大兴农场,大兴农场,230882000000,5,230882502000,230882502000
230882503000,创业农场,创业农场,230882000000,5,230882503000,230882503000
230882580000,种猪场,种猪场,230882000000,5,230882580000,230882580000
230882581000,种畜场,种畜场,230882000000,5,230882581000,230882581000
230883100000,抚远镇,抚远,230883000000,5,230883100000,230883100000
230883101000,寒葱沟镇,寒葱沟,230883000000,5,230883101000,230883101000
230883102000,浓桥镇,浓桥,230883000000,5,230883102000,230883102000
230883103000,乌苏镇,乌苏,230883000000,5,230883103000,230883103000
230883104000,黑瞎子岛镇,黑瞎子岛,230883000000,5,230883104000,230883104000
230883105000,通江镇,通江,230883000000,5,230883105000,230883105000
230883106000,海青镇,海青,230883000000,5,230883106000,230883106000
230883201000,浓江乡,浓江,230883000000,5,230883201000,230883201000
230883203000,别拉洪乡,别拉洪,230883000000,5,230883203000,230883203000
230883204000,鸭南乡,鸭南,230883000000,5,230883204000,230883204000
230883500000,前哨农场,前哨农场,230883000000,5,230883500000,230883500000
230883501000,前锋农场,前锋农场,230883000000,5,230883501000,230883501000
230883502000,二道河农场,二道河农场,230883000000,5,230883502000,230883502000
230902031000,兴安街道,兴安,230902000000,5,230902031000,230902031000
230902032000,兴富街道,兴富,230902000000,5,230902032000,230902032000
230902033000,兴和街道,兴和,230902000000,5,230902033000,230902033000
230902034000,兴盛街道,兴盛,230902000000,5,230902034000,230902034000
230902035000,欣源街道,欣源,230902000000,5,230902035000,230902035000
230902036000,北山街道,北山,230902000000,5,230902036000,230902036000
230902037000,兴华街道,兴华,230902000000,5,230902037000,230902037000
230902038000,金沙街道,金沙,230902000000,5,230902038000,230902038000
230902100000,红旗镇,红旗,230902000000,5,230902100000,230902100000
230902200000,长兴乡,长兴,230902000000,5,230902200000,230902200000
230902400000,七台河经济开发区管理委员会,七台河经开区管委会,230902000000,5,230902400000,230902400000
230903011000,桃东街道,桃东,230903000000,5,230903011000,230903011000
230903012000,桃南街道,桃南,230903000000,5,230903012000,230903012000
230903013000,桃西街道,桃西,230903000000,5,230903013000,230903013000
230903014000,桃北街道,桃北,230903000000,5,230903014000,230903014000
230903015000,桃源街道,桃源,230903000000,5,230903015000,230903015000
230903016000,桃山街道,桃山,230903000000,5,230903016000,230903016000
230903100000,万宝河镇,万宝河,230903000000,5,230903100000,230903100000
230904001000,东风街道,东风,230904000000,5,230904001000,230904001000
230904003000,富强街道,富强,230904000000,5,230904003000,230904003000
230904005000,龙湖街道,龙湖,230904000000,5,230904005000,230904005000
230904006000,东胜街道,东胜,230904000000,5,230904006000,230904006000
230904007000,湖东街道,湖东,230904000000,5,230904007000,230904007000
230904008000,通达街道,通达,230904000000,5,230904008000,230904008000
230904100000,茄子河镇,茄子河,230904000000,5,230904100000,230904100000
230904101000,宏伟镇,宏伟,230904000000,5,230904101000,230904101000
230904200000,铁山乡,铁山,230904000000,5,230904200000,230904200000
230904201000,中心河乡,中心河,230904000000,5,230904201000,230904201000
230904500000,北兴农场,北兴农场,230904000000,5,230904500000,230904500000
230904579000,黑龙江红兴隆农垦宝利采金,黑龙江红兴隆农垦宝利采金,230904000000,5,230904579000,230904579000
230921001000,新起街道,新起,230921000000,5,230921001000,230921001000
230921002000,新华街道,新华,230921000000,5,230921002000,230921002000
230921003000,元明街道,元明,230921000000,5,230921003000,230921003000
230921004000,铁西街道,铁西,230921000000,5,230921004000,230921004000
230921005000,城西街道,城西,230921000000,5,230921005000,230921005000
230921100000,勃利镇,勃利,230921000000,5,230921100000,230921100000
230921101000,小五站镇,小五站,230921000000,5,230921101000,230921101000
230921102000,大四站镇,大四站,230921000000,5,230921102000,230921102000
230921103000,双河镇,双河,230921000000,5,230921103000,230921103000
230921104000,倭肯镇,倭肯,230921000000,5,230921104000,230921104000
230921200000,青山乡,青山,230921000000,5,230921200000,230921200000
230921202000,永恒乡,永恒,230921000000,5,230921202000,230921202000
230921203000,抢垦乡,抢垦,230921000000,5,230921203000,230921203000
230921204000,杏树朝鲜族乡,杏树,230921000000,5,230921204000,230921204000
230921205000,吉兴朝鲜族满族乡,吉兴,230921000000,5,230921205000,230921205000
231002001000,新安街道,新安,231002000000,5,231002001000,231002001000
231002002000,长安街道,长安,231002000000,5,231002002000,231002002000
231002003000,七星街道,七星,231002000000,5,231002003000,231002003000
231002004000,五星街道,五星,231002000000,5,231002004000,231002004000
231002008000,东兴街道,东兴,231002000000,5,231002008000,231002008000
231002009000,振兴街道,振兴,231002000000,5,231002009000,231002009000
231002101000,兴隆镇,兴隆,231002000000,5,231002101000,231002101000
231003001000,阳明街道,阳明,231003000000,5,231003001000,231003001000
231003002000,前进街道,前进,231003000000,5,231003002000,231003002000
231003003000,新兴街道,新兴,231003000000,5,231003003000,231003003000
231003004000,桦林橡胶厂街道,桦林橡胶厂,231003000000,5,231003004000,231003004000
231003100000,铁岭镇,铁岭,231003000000,5,231003100000,231003100000
231003101000,桦林镇,桦林,231003000000,5,231003101000,231003101000
231003102000,磨刀石镇,磨刀石,231003000000,5,231003102000,231003102000
231003103000,五林镇,五林,231003000000,5,231003103000,231003103000
231004001000,向阳街道,向阳,231004000000,5,231004001000,231004001000
231004002000,黄花街道,黄花,231004000000,5,231004002000,231004002000
231004003000,铁北街道,铁北,231004000000,5,231004003000,231004003000
231004004000,新华街道,新华,231004000000,5,231004004000,231004004000
231004005000,大庆街道,大庆,231004000000,5,231004005000,231004005000
231004006000,兴平街道,兴平,231004000000,5,231004006000,231004006000
231004007000,北山街道,北山,231004000000,5,231004007000,231004007000
231004100000,三道关镇,三道关,231004000000,5,231004100000,231004100000
231005001000,先锋街道,先锋,231005000000,5,231005001000,231005001000
231005002000,火炬街道,火炬,231005000000,5,231005002000,231005002000
231005003000,立新街道,立新,231005000000,5,231005003000,231005003000
231005004000,牡丹街道,牡丹,231005000000,5,231005004000,231005004000
231005005000,江滨街道,江滨,231005000000,5,231005005000,231005005000
231005006000,沿江街道,沿江,231005000000,5,231005006000,231005006000
231005100000,温春镇,温春,231005000000,5,231005100000,231005100000
231005201000,海南朝鲜族乡,海南,231005000000,5,231005201000,231005201000
231025100000,林口镇,林口,231025000000,5,231025100000,231025100000
231025101000,古城镇,古城,231025000000,5,231025101000,231025101000
231025102000,刁翎镇,刁翎,231025000000,5,231025102000,231025102000
231025104000,朱家镇,朱家,231025000000,5,231025104000,231025104000
231025105000,柳树镇,柳树,231025000000,5,231025105000,231025105000
231025106000,三道通镇,三道通,231025000000,5,231025106000,231025106000
231025107000,龙爪镇,龙爪,231025000000,5,231025107000,231025107000
231025108000,莲花镇,莲花,231025000000,5,231025108000,231025108000
231025110000,青山镇,青山,231025000000,5,231025110000,231025110000
231025111000,建堂镇,建堂,231025000000,5,231025111000,231025111000
231025112000,奎山镇,奎山,231025000000,5,231025112000,231025112000
231025400000,林口林业局,林口林业局,231025000000,5,231025400000,231025400000
231071002000,牡丹江经开区城乡街道,牡丹江经开区城,231071000000,5,231071002000,231071002000
231081100000,绥芬河镇,绥芬河,231081000000,5,231081100000,231081100000
231081101000,阜宁镇,阜宁,231081000000,5,231081101000,231081101000
231083100000,海林镇,海林,231083000000,5,231083100000,231083100000
231083101000,长汀镇,长汀,231083000000,5,231083101000,231083101000
231083102000,横道镇,横道,231083000000,5,231083102000,231083102000
231083103000,山市镇,山市,231083000000,5,231083103000,231083103000
231083104000,柴河镇,柴河,231083000000,5,231083104000,231083104000
231083105000,二道镇,二道,231083000000,5,231083105000,231083105000
231083106000,新安朝鲜族镇,新安,231083000000,5,231083106000,231083106000
231083107000,三道镇,三道,231083000000,5,231083107000,231083107000
231083400000,牡林工程公司街道办事处,牡林工程公司,231083000000,5,231083400000,231083400000
231083401000,柴河林机厂街道办事处,柴河林机厂,231083000000,5,231083401000,231083401000
231083402000,大海林林业局,大海林林业局,231083000000,5,231083402000,231083402000
231083403000,海林林业局,海林林业局,231083000000,5,231083403000,231083403000
231083404000,柴河林业局,柴河林业局,231083000000,5,231083404000,231083404000
231083500000,海林农场,海林农场,231083000000,5,231083500000,231083500000
231083501000,山市种奶牛场,山市种奶牛场,231083000000,5,231083501000,231083501000
231084001000,城区街道,城区,231084000000,5,231084001000,231084001000
231084100000,宁安镇,宁安,231084000000,5,231084100000,231084100000
231084101000,东京城镇,东京城,231084000000,5,231084101000,231084101000
231084102000,渤海镇,渤海,231084000000,5,231084102000,231084102000
231084103000,石岩镇,石岩,231084000000,5,231084103000,231084103000
231084104000,沙兰镇,沙兰,231084000000,5,231084104000,231084104000
231084105000,海浪镇,海浪,231084000000,5,231084105000,231084105000
231084106000,兰岗镇,兰岗,231084000000,5,231084106000,231084106000
231084107000,镜泊镇,镜泊,231084000000,5,231084107000,231084107000
231084202000,江南朝鲜族满族乡,江南,231084000000,5,231084202000,231084202000
231084206000,卧龙朝鲜族乡,卧龙,231084000000,5,231084206000,231084206000
231084208000,马河乡,马河,231084000000,5,231084208000,231084208000
231084211000,三陵乡,三陵,231084000000,5,231084211000,231084211000
231084400000,东京城林业局,东京城林业局,231084000000,5,231084400000,231084400000
231084500000,宁安农场,宁安农场,231084000000,5,231084500000,231084500000
231085100000,八面通镇,八面通,231085000000,5,231085100000,231085100000
231085101000,穆棱镇,穆棱,231085000000,5,231085101000,231085101000
231085102000,下城子镇,下城子,231085000000,5,231085102000,231085102000
231085103000,马桥河镇,马桥河,231085000000,5,231085103000,231085103000
231085104000,兴源镇,兴源,231085000000,5,231085104000,231085104000
231085105000,河西镇,河西,231085000000,5,231085105000,231085105000
231085200000,福录乡,福录,231085000000,5,231085200000,231085200000
231085202000,共和乡,共和,231085000000,5,231085202000,231085202000
231085400000,八面通林业局,八面通林业局,231085000000,5,231085400000,231085400000
231085401000,穆棱林业局,穆棱林业局,231085000000,5,231085401000,231085401000
231086100000,东宁镇,东宁,231086000000,5,231086100000,231086100000
231086101000,三岔口镇,三岔口,231086000000,5,231086101000,231086101000
231086102000,大肚川镇,大肚川,231086000000,5,231086102000,231086102000
231086103000,老黑山镇,老黑山,231086000000,5,231086103000,231086103000
231086104000,道河镇,道河,231086000000,5,231086104000,231086104000
231086105000,绥阳镇,绥阳,231086000000,5,231086105000,231086105000
231086400000,绥阳林业局,绥阳林业局,231086000000,5,231086400000,231086400000
231102001000,花园街道,花园,231102000000,5,231102001000,231102001000
231102002000,兴安街道,兴安,231102000000,5,231102002000,231102002000
231102003000,海兰街道,海兰,231102000000,5,231102003000,231102003000
231102004000,西兴街道,西兴,231102000000,5,231102004000,231102004000
231102101000,西岗子镇,西岗子,231102000000,5,231102101000,231102101000
231102102000,瑷珲镇,瑷珲,231102000000,5,231102102000,231102102000
231102103000,罕达汽镇,罕达汽,231102000000,5,231102103000,231102103000
231102104000,上马厂镇,上马厂,231102000000,5,231102104000,231102104000
231102200000,幸福乡,幸福,231102000000,5,231102200000,231102200000
231102201000,四嘉子乡,四嘉子,231102000000,5,231102201000,231102201000
231102202000,坤河乡,坤河,231102000000,5,231102202000,231102202000
231102204000,张地营子乡,张地营子,231102000000,5,231102204000,231102204000
231102205000,西峰山乡,西峰山,231102000000,5,231102205000,231102205000
231102206000,新生乡,新生,231102000000,5,231102206000,231102206000
231102207000,二站乡,二站,231102000000,5,231102207000,231102207000
231102407000,大平林场,大平林场,231102000000,5,231102407000,231102407000
231102408000,七二七林场,七二七林场,231102000000,5,231102408000,231102408000
231102409000,望峰林场,望峰林场,231102000000,5,231102409000,231102409000
231102410000,卡伦山林场,卡伦山林场,231102000000,5,231102410000,231102410000
231102411000,胜山林场,胜山林场,231102000000,5,231102411000,231102411000
231102412000,二站林场,二站林场,231102000000,5,231102412000,231102412000
231102413000,三站林场,三站林场,231102000000,5,231102413000,231102413000
231102414000,大岭林场,大岭林场,231102000000,5,231102414000,231102414000
231102415000,桦皮窑林场,桦皮窑林场,231102000000,5,231102415000,231102415000
231102416000,滨南林场,滨南林场,231102000000,5,231102416000,231102416000
231102417000,江防林场,江防林场,231102000000,5,231102417000,231102417000
231102418000,河南屯林场,河南屯林场,231102000000,5,231102418000,231102418000
231102421000,西岗子试验林场,西岗子试验林场,231102000000,5,231102421000,231102421000
231102425000,大新屯储木场,大新屯储木场,231102000000,5,231102425000,231102425000
231102480000,宋集屯煤矿,宋集屯煤矿,231102000000,5,231102480000,231102480000
231102481000,西岗子煤矿,西岗子煤矿,231102000000,5,231102481000,231102481000
231102482000,东方红煤矿,东方红煤矿,231102000000,5,231102482000,231102482000
231102500000,锦河农场,锦河农场,231102000000,5,231102500000,231102500000
231102501000,红色边疆农场,红色边疆农场,231102000000,5,231102501000,231102501000
231102580000,奶牛场,奶牛场,231102000000,5,231102580000,231102580000
231102581000,种畜场,种畜场,231102000000,5,231102581000,231102581000
231102582000,第二良种场,第二良种场,231102000000,5,231102582000,231102582000
231102583000,第一良种场,第一良种场,231102000000,5,231102583000,231102583000
231123100000,奇克镇,奇克,231123000000,5,231123100000,231123100000
231123101000,逊河镇,逊河,231123000000,5,231123101000,231123101000
231123103000,克林镇,克林,231123000000,5,231123103000,231123103000
231123201000,干岔子乡,干岔子,231123000000,5,231123201000,231123201000
231123202000,松树沟乡,松树沟,231123000000,5,231123202000,231123202000
231123203000,车陆乡,车陆,231123000000,5,231123203000,231123203000
231123204000,新鄂乡,新鄂,231123000000,5,231123204000,231123204000
231123205000,新兴乡,新兴,231123000000,5,231123205000,231123205000
231123207000,宝山乡,宝山,231123000000,5,231123207000,231123207000
231123402000,道干林场,道干林场,231123000000,5,231123402000,231123402000
231123403000,干岔子林场,干岔子林场,231123000000,5,231123403000,231123403000
231123404000,新立林场,新立林场,231123000000,5,231123404000,231123404000
231123405000,三间房林场,三间房林场,231123000000,5,231123405000,231123405000
231123406000,良种场,良种场,231123000000,5,231123406000,231123406000
231123407000,种畜场,种畜场,231123000000,5,231123407000,231123407000
231123500000,逊克农场,逊克农场,231123000000,5,231123500000,231123500000
231124100000,孙吴镇,孙吴,231124000000,5,231124100000,231124100000
231124101000,辰清镇,辰清,231124000000,5,231124101000,231124101000
231124201000,西兴乡,西兴,231124000000,5,231124201000,231124201000
231124202000,沿江满族达斡尔族乡,沿江,231124000000,5,231124202000,231124202000
231124203000,腰屯乡,腰屯,231124000000,5,231124203000,231124203000
231124204000,卧牛河乡,卧牛河,231124000000,5,231124204000,231124204000
231124205000,群山乡,群山,231124000000,5,231124205000,231124205000
